ServiceID,PartName,ServiceType,MileageAtReplacement,WasBroken,Severity
1460,"Engine Oil & Filter","Minor Service",12828,"Yes",4
1461,"Spark Plugs","Major Service",62189,"No",2
1462,"Wiper Blades","Minor Service",16902,"Yes",4
1463,"Wiper Blades","Minor Service",11462,"Yes",4
1464,"Brake Pads & Discs","Minor Service",36037,"Yes",4
1465,"Engine Air Filter","Minor Service",19612,"No",1
1466,"Spark Plugs","Major Service",63930,"No",2
1467,"Engine Air Filter","Minor Service",15666,"Yes",5
1468,"Thermostat","Diagnostic",114434,"Yes",5
1469,"Cabin Air Filter","Minor Service",16861,"No",1
1470,"Cabin Air Filter","Minor Service",20120,"No",1
1471,"Wiper Blades","Minor Service",7978,"No",1
1472,"Engine Air Filter","Minor Service",18462,"No",1
1473,"Spark Plugs","Major Service",66715,"Yes",3
1474,"Engine Air Filter","Minor Service",23519,"No",1
1475,"Cabin Air Filter","Minor Service",20811,"Yes",4
1476,"Wiper Blades","Minor Service",11717,"Yes",3
1477,"Coolant Flush","Major Service",110177,"No",2
1478,"Cabin Air Filter","Minor Service",15603,"No",1
1479,"Engine Air Filter","Minor Service",21073,"Yes",4
1480,"Wiper Blades","Minor Service",12298,"Yes",3
1481,"Brake Pads & Discs","Minor Service",36523,"Yes",4
1482,"Engine Oil & Filter","Minor Service",11461,"No",2
1483,"Wiper Blades","Minor Service",13249,"No",1
1484,"Drive/Serpentine Belt","Major Service",77984,"Yes",5
1485,"Coolant Flush","Major Service",102585,"No",2
1486,"Thermostat","Diagnostic",128994,"Yes",3
1487,"Transmission Fluid","Major Service",80147,"Yes",3
1488,"Wiper Blades","Minor Service",12916,"Yes",4
1489,"Drive/Serpentine Belt","Major Service",69283,"No",1
1490,"Wiper Blades","Minor Service",16712,"No",2
1491,"Engine Oil & Filter","Minor Service",9348,"No",1
1492,"Coolant Flush","Major Service",107877,"No",2
1493,"Engine Air Filter","Minor Service",16673,"No",2
1494,"Wiper Blades","Minor Service",19604,"Yes",5
1495,"Wiper Blades","Minor Service",12643,"No",2
1496,"Cabin Air Filter","Minor Service",18569,"No",2
1497,"Cabin Air Filter","Minor Service",21016,"No",1
1498,"Oxygen (O2) Sensor","Diagnostic",94111,"Yes",3
1499,"Wiper Blades","Minor Service",14559,"Yes",3
1500,"Engine Air Filter","Minor Service",21206,"Yes",3
1501,"Engine Air Filter","Minor Service",17883,"No",1
1502,"Wiper Blades","Minor Service",14854,"Yes",5
1503,"Wiper Blades","Minor Service",9534,"No",1
1504,"Transmission Fluid","Major Service",82229,"No",2
1505,"Engine Air Filter","Minor Service",18511,"No",1
1506,"Engine Air Filter","Minor Service",22020,"No",2
1507,"Wiper Blades","Minor Service",16414,"No",2
1508,"Engine Air Filter","Minor Service",23192,"No",1
1509,"Engine Oil & Filter","Minor Service",7977,"No",2
1510,"Spark Plugs","Major Service",52867,"No",2
1511,"Cabin Air Filter","Minor Service",23515,"No",1
1512,"Wiper Blades","Minor Service",12560,"No",2
1513,"Engine Air Filter","Minor Service",21235,"No",2
1514,"Oxygen (O2) Sensor","Diagnostic",104733,"No",2
1515,"Engine Oil & Filter","Minor Service",12224,"No",1
1516,"Engine Oil & Filter","Minor Service",12847,"No",1
1517,"Wiper Blades","Minor Service",9917,"Yes",5
1518,"Wiper Blades","Minor Service",15276,"No",1
1519,"Wiper Blades","Minor Service",17697,"No",2
1520,"Engine Air Filter","Minor Service",16176,"No",2
1521,"Coolant Flush","Major Service",100544,"No",2
1522,"Engine Oil & Filter","Minor Service",11476,"No",1
1523,"Wiper Blades","Minor Service",10675,"No",2
1524,"Drive/Serpentine Belt","Major Service",67473,"No",1
1525,"Engine Oil & Filter","Minor Service",9738,"No",1
1526,"Transmission Fluid","Major Service",74184,"Yes",4
1527,"Wiper Blades","Minor Service",12992,"No",2
1528,"Drive/Serpentine Belt","Major Service",66913,"Yes",3
1529,"Spark Plugs","Major Service",62261,"Yes",5
1530,"Shocks & Struts","Major Service",86144,"Yes",3
1531,"Thermostat","Diagnostic",108077,"Yes",4
1532,"Mass Airflow Sensor","Diagnostic",115350,"Yes",3
1533,"Brake Pads & Discs","Minor Service",29359,"Yes",5
1534,"Engine Oil & Filter","Minor Service",11804,"Yes",5
1535,"Engine Oil & Filter","Minor Service",12603,"No",2
1536,"Wiper Blades","Minor Service",8307,"Yes",4
1537,"Transmission Fluid","Major Service",75950,"No",2
1538,"Wiper Blades","Minor Service",11251,"No",2
1539,"Spark Plugs","Major Service",66258,"Yes",3
1540,"Engine Air Filter","Minor Service",23642,"No",1
1541,"Brake Pads & Discs","Minor Service",25526,"Yes",5
1542,"Cabin Air Filter","Minor Service",21693,"No",1
1543,"Engine Oil & Filter","Minor Service",6674,"No",2
1544,"Engine Oil & Filter","Minor Service",9091,"Yes",4
1545,"Brake Pads & Discs","Minor Service",36705,"No",2
1546,"Engine Air Filter","Minor Service",19145,"No",1
1547,"Cabin Air Filter","Minor Service",20293,"No",2
1548,"Engine Air Filter","Minor Service",17383,"No",1
1549,"Wiper Blades","Minor Service",12672,"Yes",4
1550,"Wiper Blades","Minor Service",8535,"Yes",5
1551,"Cabin Air Filter","Minor Service",18595,"No",2
1552,"Wiper Blades","Minor Service",16134,"Yes",4
1553,"Engine Air Filter","Minor Service",17756,"No",2
1554,"Engine Oil & Filter","Minor Service",10389,"No",1
1555,"Wiper Blades","Minor Service",9282,"No",2
1556,"Engine Oil & Filter","Minor Service",11957,"No",1
1557,"Engine Oil & Filter","Minor Service",9628,"No",2
1558,"Wiper Blades","Minor Service",6870,"Yes",3
1559,"Spark Plugs","Major Service",74313,"No",1
1560,"Fuel Pump","Diagnostic",166994,"Yes",3
1561,"Wiper Blades","Minor Service",16278,"Yes",5
1562,"Cabin Air Filter","Minor Service",17646,"No",2
1563,"Engine Air Filter","Minor Service",18641,"No",1
1564,"Spark Plugs","Major Service",59100,"No",2
1565,"Wiper Blades","Minor Service",17304,"Yes",3
1566,"Wiper Blades","Minor Service",22901,"Yes",4
1567,"Spark Plugs","Major Service",58561,"No",2
1568,"Wiper Blades","Minor Service",16965,"Yes",3
1569,"Thermostat","Diagnostic",103045,"Yes",3
1570,"Engine Air Filter","Minor Service",18916,"No",1
1571,"Cabin Air Filter","Minor Service",22398,"No",1
1572,"Engine Oil & Filter","Minor Service",7117,"No",1
1573,"Engine Air Filter","Minor Service",17725,"No",1
1574,"Transmission Fluid","Major Service",69404,"No",2
1575,"Cabin Air Filter","Minor Service",16532,"No",1
1576,"Engine Oil & Filter","Minor Service",12712,"No",2
1577,"Wiper Blades","Minor Service",13457,"No",2
1578,"Wiper Blades","Minor Service",18184,"Yes",4
1579,"Coolant Flush","Major Service",89640,"No",1
1580,"Engine Oil & Filter","Minor Service",9268,"No",2
1581,"Spark Plugs","Major Service",53333,"No",2
1582,"Engine Oil & Filter","Minor Service",9328,"No",1
1583,"Engine Oil & Filter","Minor Service",9266,"No",1
1584,"Spark Plugs","Major Service",44513,"Yes",3
1585,"Engine Air Filter","Minor Service",19370,"No",1
1586,"Spark Plugs","Major Service",62681,"No",2
1587,"Cabin Air Filter","Minor Service",16412,"No",1
1588,"Cabin Air Filter","Minor Service",26757,"No",1
1589,"Engine Air Filter","Minor Service",21401,"Yes",4
1590,"Cabin Air Filter","Minor Service",24768,"No",2
1591,"Wiper Blades","Minor Service",13720,"Yes",4
1592,"Wiper Blades","Minor Service",16333,"No",1
1593,"Brake Pads & Discs","Minor Service",43994,"Yes",5
1594,"Transmission Fluid","Major Service",77157,"No",1
1595,"Spark Plugs","Major Service",47258,"Yes",3
1596,"Engine Oil & Filter","Minor Service",10476,"No",2
1597,"Spark Plugs","Major Service",72163,"Yes",4
1598,"Coolant Flush","Major Service",86224,"No",1
1599,"Cabin Air Filter","Minor Service",18867,"No",2
1600,"Cabin Air Filter","Minor Service",17149,"No",2
1601,"Engine Air Filter","Minor Service",24761,"No",2
1602,"Engine Oil & Filter","Minor Service",9037,"No",2
1603,"Engine Oil & Filter","Minor Service",8259,"Yes",3
1604,"Wiper Blades","Minor Service",9120,"No",1
1605,"Cabin Air Filter","Minor Service",22420,"No",1
1606,"Wiper Blades","Minor Service",15895,"Yes",4
1607,"Cabin Air Filter","Minor Service",21071,"No",1
1608,"Spark Plugs","Major Service",72596,"Yes",4
1609,"Shocks & Struts","Major Service",85229,"Yes",3
1610,"Cabin Air Filter","Minor Service",19288,"No",2
1611,"Brake Pads & Discs","Minor Service",35957,"No",1
1612,"Brake Pads & Discs","Minor Service",37644,"Yes",4
1613,"Engine Air Filter","Minor Service",14123,"Yes",3
1614,"Brake Pads & Discs","Minor Service",34811,"Yes",3
1615,"Engine Oil & Filter","Minor Service",11688,"No",2
1616,"Brake Pads & Discs","Minor Service",29111,"No",1
1617,"Cabin Air Filter","Minor Service",21092,"No",1
1618,"Brake Pads & Discs","Minor Service",37062,"No",2
1619,"Wiper Blades","Minor Service",11422,"No",1
1620,"Transmission Fluid","Major Service",100712,"Yes",3
1621,"Brake Pads & Discs","Minor Service",28795,"No",1
1622,"Drive/Serpentine Belt","Major Service",65378,"No",1
1623,"Brake Pads & Discs","Minor Service",35958,"Yes",4
1624,"Cabin Air Filter","Minor Service",22255,"Yes",5
1625,"Engine Oil & Filter","Minor Service",9089,"No",2
1626,"Brake Pads & Discs","Minor Service",39639,"No",2
1627,"Transmission Fluid","Major Service",79664,"No",2
1628,"Wiper Blades","Minor Service",17343,"Yes",3
1629,"Cabin Air Filter","Minor Service",16384,"Yes",5
1630,"Wiper Blades","Minor Service",11926,"No",1
1631,"Engine Air Filter","Minor Service",14886,"No",1
1632,"Brake Pads & Discs","Minor Service",24881,"No",2
1633,"Engine Air Filter","Minor Service",19128,"Yes",3
1634,"Brake Pads & Discs","Minor Service",40911,"Yes",4
1635,"Oxygen (O2) Sensor","Diagnostic",110899,"Yes",3
1636,"Wiper Blades","Minor Service",6668,"No",1
1637,"Brake Pads & Discs","Minor Service",44793,"Yes",4
1638,"Spark Plugs","Major Service",60335,"Yes",4
1639,"Engine Oil & Filter","Minor Service",8169,"No",2
1640,"Transmission Fluid","Major Service",98222,"Yes",3
1641,"Spark Plugs","Major Service",64037,"Yes",3
1642,"Cabin Air Filter","Minor Service",20334,"No",2
1643,"Cabin Air Filter","Minor Service",18150,"Yes",3
1644,"Spark Plugs","Major Service",70057,"Yes",5
1645,"Brake Pads & Discs","Minor Service",35278,"No",1
1646,"Coolant Flush","Major Service",76863,"No",2
1647,"Cabin Air Filter","Minor Service",25661,"No",1
1648,"Engine Air Filter","Minor Service",14139,"No",2
1649,"Engine Air Filter","Minor Service",14676,"No",1
1650,"Brake Pads & Discs","Minor Service",32968,"Yes",4
1651,"Transmission Fluid","Major Service",72353,"No",1
1652,"Engine Oil & Filter","Minor Service",8295,"Yes",3
1653,"Engine Oil & Filter","Minor Service",9319,"No",2
1654,"Engine Air Filter","Minor Service",24344,"Yes",3
1655,"Wiper Blades","Minor Service",21204,"No",1
1656,"Spark Plugs","Major Service",53873,"Yes",5
1657,"Engine Air Filter","Minor Service",14064,"No",2
1658,"Engine Air Filter","Minor Service",19662,"No",1
1659,"Engine Air Filter","Minor Service",23346,"No",2
1660,"Engine Air Filter","Minor Service",12985,"No",1
1661,"Engine Oil & Filter","Minor Service",9020,"No",2
1662,"Engine Air Filter","Minor Service",21226,"No",1
1663,"Shocks & Struts","Major Service",78293,"No",2
1664,"Wiper Blades","Minor Service",16129,"Yes",3
1665,"Engine Oil & Filter","Minor Service",9053,"No",1
1666,"Drive/Serpentine Belt","Major Service",71222,"Yes",3
1667,"Brake Pads & Discs","Minor Service",41566,"No",2
1668,"Wiper Blades","Minor Service",5085,"No",1
1669,"Mass Airflow Sensor","Diagnostic",98258,"Yes",5
1670,"Engine Oil & Filter","Minor Service",10303,"No",1
1671,"Thermostat","Diagnostic",128654,"Yes",5
1672,"Brake Pads & Discs","Minor Service",36628,"No",2
1673,"Spark Plugs","Major Service",63666,"Yes",5
1674,"Wiper Blades","Minor Service",9078,"No",2
1675,"Engine Air Filter","Minor Service",20059,"No",2
1676,"Oxygen (O2) Sensor","Diagnostic",128172,"Yes",5
1677,"Engine Oil & Filter","Minor Service",6382,"No",1
1678,"Engine Air Filter","Minor Service",28180,"Yes",3
1679,"Transmission Fluid","Major Service",79531,"Yes",4
1680,"Coolant Flush","Major Service",99229,"No",1
1681,"Wiper Blades","Minor Service",16849,"No",1
1682,"Thermostat","Diagnostic",100604,"Yes",4
1683,"Cabin Air Filter","Minor Service",15558,"No",2
1684,"Engine Oil & Filter","Minor Service",13605,"No",1
1685,"Wiper Blades","Minor Service",12539,"Yes",5
1686,"Engine Air Filter","Minor Service",20726,"Yes",3
1687,"Brake Pads & Discs","Minor Service",27325,"No",2
1688,"Engine Oil & Filter","Minor Service",11394,"No",2
1689,"Cabin Air Filter","Minor Service",19075,"No",2
1690,"Cabin Air Filter","Minor Service",19603,"No",2
1691,"Cabin Air Filter","Minor Service",21579,"Yes",3
1692,"Spark Plugs","Major Service",80562,"Yes",4
1693,"Spark Plugs","Major Service",49440,"Yes",5
1694,"Wiper Blades","Minor Service",5653,"Yes",4
1695,"Engine Oil & Filter","Minor Service",12176,"No",1
1696,"Brake Pads & Discs","Minor Service",31777,"Yes",3
1697,"Wiper Blades","Minor Service",11196,"No",1
1698,"Engine Air Filter","Minor Service",25951,"No",2
1699,"Cabin Air Filter","Minor Service",21982,"No",1
1700,"Spark Plugs","Major Service",62357,"Yes",3
1701,"Cabin Air Filter","Minor Service",21705,"No",2
1702,"Shocks & Struts","Major Service",89756,"Yes",5
1703,"Drive/Serpentine Belt","Major Service",66633,"Yes",3
1704,"Spark Plugs","Major Service",49524,"No",1
1705,"Wiper Blades","Minor Service",15061,"Yes",4
1706,"Brake Pads & Discs","Minor Service",35953,"Yes",4
1707,"Wiper Blades","Minor Service",17034,"No",1
1708,"Engine Oil & Filter","Minor Service",7959,"No",1
1709,"Brake Pads & Discs","Minor Service",31957,"No",2
1710,"Engine Oil & Filter","Minor Service",9813,"No",2
1711,"Transmission Fluid","Major Service",75582,"No",1
1712,"Thermostat","Diagnostic",114724,"Yes",3
1713,"Engine Oil & Filter","Minor Service",8753,"No",2
1714,"Mass Airflow Sensor","Diagnostic",119296,"Yes",5
1715,"Engine Air Filter","Minor Service",17943,"No",2
1716,"Engine Oil & Filter","Minor Service",11260,"No",2
1717,"Engine Oil & Filter","Minor Service",7644,"No",2
1718,"Engine Air Filter","Minor Service",25760,"Yes",3
1719,"Engine Air Filter","Minor Service",25523,"No",1
1720,"Thermostat","Diagnostic",124369,"Yes",4
1721,"Engine Air Filter","Minor Service",16207,"No",1
1722,"Brake Pads & Discs","Minor Service",27217,"No",2
1723,"Transmission Fluid","Major Service",73509,"No",2
1724,"Engine Oil & Filter","Minor Service",9849,"No",2
1725,"Engine Air Filter","Minor Service",20753,"Yes",3
1726,"Cabin Air Filter","Minor Service",19912,"No",1
1727,"Wiper Blades","Minor Service",10399,"Yes",4
1728,"Engine Air Filter","Minor Service",17492,"No",2
1729,"Engine Air Filter","Minor Service",16991,"No",2
1730,"Wiper Blades","Minor Service",19265,"Yes",4
1731,"Cabin Air Filter","Minor Service",18793,"No",1
1732,"Engine Oil & Filter","Minor Service",10443,"Yes",5
1733,"Transmission Fluid","Major Service",86463,"No",1
1734,"Engine Oil & Filter","Minor Service",9143,"Yes",3
1735,"Engine Air Filter","Minor Service",18648,"No",1
1736,"Engine Air Filter","Minor Service",16691,"No",2
1737,"Cabin Air Filter","Minor Service",20218,"Yes",5
1738,"Drive/Serpentine Belt","Major Service",72607,"Yes",3
1739,"Engine Oil & Filter","Minor Service",12539,"Yes",3
1740,"Engine Oil & Filter","Minor Service",7902,"No",1
1741,"Cabin Air Filter","Minor Service",25655,"No",1
1742,"Cabin Air Filter","Minor Service",18450,"No",2
1743,"Wiper Blades","Minor Service",13525,"No",1
1744,"Brake Pads & Discs","Minor Service",33383,"Yes",3
1745,"Engine Oil & Filter","Minor Service",12170,"No",1
1746,"Coolant Flush","Major Service",125420,"Yes",4
1747,"Oxygen (O2) Sensor","Diagnostic",111617,"Yes",4
1748,"Cabin Air Filter","Minor Service",20532,"Yes",4
1749,"Wiper Blades","Minor Service",12486,"No",1
1750,"Engine Air Filter","Minor Service",23117,"Yes",5
1751,"Cabin Air Filter","Minor Service",22303,"No",1
1752,"Wiper Blades","Minor Service",22961,"Yes",4
1753,"Cabin Air Filter","Minor Service",21163,"No",1
1754,"Brake Pads & Discs","Minor Service",36312,"Yes",5
1755,"Engine Oil & Filter","Minor Service",9334,"No",2
1756,"Coolant Flush","Major Service",126776,"Yes",4
1757,"Cabin Air Filter","Minor Service",22606,"No",2
1758,"Cabin Air Filter","Minor Service",20908,"No",2
1759,"Engine Air Filter","Minor Service",17075,"No",2
1760,"Wiper Blades","Minor Service",16597,"Yes",5
1761,"Engine Oil & Filter","Minor Service",6935,"No",1
1762,"Shocks & Struts","Major Service",99914,"Yes",5
1763,"Wiper Blades","Minor Service",19657,"Yes",3
1764,"Engine Oil & Filter","Minor Service",5351,"No",2
1765,"Engine Air Filter","Minor Service",21685,"Yes",5
1766,"Drive/Serpentine Belt","Major Service",63707,"No",1
1767,"Wiper Blades","Minor Service",12744,"No",2
1768,"Drive/Serpentine Belt","Major Service",67986,"No",1
1769,"Cabin Air Filter","Minor Service",24343,"No",1
1770,"Coolant Flush","Major Service",81457,"No",2
1771,"Engine Air Filter","Minor Service",23866,"No",2
1772,"Engine Air Filter","Minor Service",19999,"Yes",4
1773,"Engine Air Filter","Minor Service",27825,"No",2
1774,"Wiper Blades","Minor Service",16266,"Yes",5
1775,"Cabin Air Filter","Minor Service",19427,"No",1
1776,"Shocks & Struts","Major Service",89104,"Yes",3
1777,"Cabin Air Filter","Minor Service",18133,"No",1
1778,"Cabin Air Filter","Minor Service",20451,"Yes",4
1779,"Engine Air Filter","Minor Service",15990,"No",1
1780,"Wiper Blades","Minor Service",22171,"Yes",4
1781,"Spark Plugs","Major Service",58217,"Yes",3
1782,"Spark Plugs","Major Service",55712,"No",1
1783,"Engine Oil & Filter","Minor Service",10146,"No",2
1784,"Drive/Serpentine Belt","Major Service",50815,"Yes",4
1785,"Cabin Air Filter","Minor Service",20834,"Yes",4
1786,"Engine Oil & Filter","Minor Service",9054,"No",1
1787,"Cabin Air Filter","Minor Service",22616,"Yes",4
1788,"Mass Airflow Sensor","Diagnostic",118707,"Yes",5
1789,"Engine Air Filter","Minor Service",14691,"No",1
1790,"Engine Oil & Filter","Minor Service",10143,"Yes",3
1791,"Cabin Air Filter","Minor Service",18874,"No",1
1792,"Engine Air Filter","Minor Service",11446,"Yes",5
1793,"Spark Plugs","Major Service",59030,"No",2
1794,"Engine Oil & Filter","Minor Service",12065,"No",1
1795,"Engine Air Filter","Minor Service",20958,"No",2
1796,"Wiper Blades","Minor Service",11365,"Yes",5
1797,"Cabin Air Filter","Minor Service",20205,"No",1
1798,"Spark Plugs","Major Service",61481,"Yes",4
1799,"Brake Pads & Discs","Minor Service",29682,"Yes",5
1800,"Wiper Blades","Minor Service",16351,"No",1
1801,"Engine Air Filter","Minor Service",21335,"No",2
1802,"Coolant Flush","Major Service",117171,"No",2
1803,"Engine Air Filter","Minor Service",22363,"No",2
1804,"Brake Pads & Discs","Minor Service",35576,"No",1
1805,"Brake Pads & Discs","Minor Service",39788,"Yes",4
1806,"Engine Oil & Filter","Minor Service",8546,"No",1
1807,"Cabin Air Filter","Minor Service",22040,"Yes",4
1808,"Engine Oil & Filter","Minor Service",11122,"No",2
1809,"Cabin Air Filter","Minor Service",15191,"No",2
1810,"Cabin Air Filter","Minor Service",22355,"No",1
1811,"Thermostat","Diagnostic",99436,"Yes",3
1812,"Spark Plugs","Major Service",60667,"Yes",4
1813,"Engine Oil & Filter","Minor Service",9305,"No",2
1814,"Oxygen (O2) Sensor","Diagnostic",111178,"Yes",4
